gismu,gismu_shape,pos_tendency,gismu_new,gismu_new_shape,cmavo_rafsi_1,cmavo_rafsi_2,cmavo_rafsi_3,excluded,coef1_1,coef1_2,coef1_3,form_shape_1,form_shape_2,form_shape_3,rafsi_pos_1,rafsi_pos_2,rafsi_pos_3,rafsi_pos,gismu_sum,meaning,override,gismu_new_count
jicla,CACCA,fin,jicl,CACC,jicl,,, ,5.7,0.0,0.0,CACC,,,1234,,,1234 12345,35,stir,,1
ketco,CACCA,ini,tco,CCA,tco,,, ,29.6,0.0,0.0,CCA,,,345,,,345 12345,35,South American,,1
kurfa,CACCA,ini,kur,CAC,kur,,, ,29.6,0.0,0.0,CAC,,,123,,,123 12345,35,square,,1
zungi,CACCA,ini,zug,CAC,zug,,, ,59.1,0.0,0.0,CAC,,,124,,,124 12345,35,guilt,,1
matci,CACCA,??,matc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,35,mat,,1
bavmi,CACCA,ini,bavm,CACC,bavm,,, ,100.0,0.0,0.0,CACC,,,1234,,,1234 12345,34,barley,,1
konju,CACCA,ini,kon,CAC,kon,,, ,88.9,0.0,0.0,CAC,,,123,,,123 12345,34,cone,,1
kosta,CACCA,neut,kos,CAC,kos,,, ,25.9,0.0,0.0,CAC,,,123,,,123 12345,34,coat,,1
runme,CACCA,ini,rum,CAC,rum,,, ,78.9,0.0,0.0,CAC,,,124,,,124 12345,34,melt,,1
sombo,CACCA,ini,som,CAC,som,so'o,,  ,100.0,29.2,0.0,CAC,CAA,,123,125,,123 125 12345,34,sow,,1
lanka,CACCA,??,lank,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,34,basket,,1
janbe,CACCA,neut,jab,CAC,jab,,, ,10.0,0.0,0.0,CAC,,,124,,,124 12345,33,bell,,1
sarlu,CACCA,ini,sarl,CACC,sarl,,, ,3.1,0.0,0.0,CACC,,,1234,,,1234 12345,33,spiral,,1
patxu,CACCA,fin,patx,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,33,pot,,1
fulta,CACCA,neut,flu,CCA,flu,,, ,28.0,0.0,0.0,CCA,,,132,,,132 12345,32,float,,1
xotli,CACCA,fin,xoi,CAA,xoi,,, ,6.7,0.0,0.0,CAA,,,125,,,125 12345,32,hotel,,1
xutla,CACCA,ini,xul,CAC,xul,,, ,60.0,0.0,0.0,CAC,,,124,,,124 12345,32,smooth,,1
xalbo,CACCA,??,xalb,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,32,levity,,1
binra,CACCA,ini,binr,CACC,binr,,, ,34.8,0.0,0.0,CACC,,,1234,,,1234 12345,31,insure,,1
civla,CACCA,ini,cib,CAC,civ,,, ,6.9,0.0,0.0,CAC,,,123,,,123 12345,31,louse,,3
gasta,CACCA,ini,gad,CAC,gat,,, ,3.3,0.0,0.0,CAC,,,124,,,124 12345,31,steel,,1
jesni,CACCA,ini,jes,CAC,jes,,, ,14.8,0.0,0.0,CAC,,,123,,,123 12345,31,needle,,3
livla,CACCA,fin,lil,CAC,lil,,, ,3.3,0.0,0.0,CAC,,,124,,,124 12345,31,fuel,,1
pijne,CACCA,neut,pijn,CACC,pijn,,, ,3.3,0.0,0.0,CACC,,,1234,,,1234 12345,31,pin,,1
lanxe,CACCA,fin,lanx,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,31,balance,,1
xasne,CACCA,??,xasn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,31,sweat,,1
guzme,CACCA,neut,zme,CCA,zme,,, ,7.1,0.0,0.0,CCA,,,345,,,345 12345,30,melon,,1
sunla,CACCA,ini,sul,CAC,sul,,, ,50.0,0.0,0.0,CAC,,,124,,,124 12345,30,wool,,1
vamtu,CACCA,ini,vad,CAC,vat,,, ,66.7,0.0,0.0,CAC,,,124,,,124 12345,30,vomit,,1
kunra,CACCA,ini,kun,CAC,kun,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,29,mineral,,2
labno,CACCA,neut,labn,CACC,labn,,, ,45.0,0.0,0.0,CACC,,,1234,,,1234 12345,29,wolf,,1
matli,CACCA,ini,matl,CACC,matl,,, ,100.0,0.0,0.0,CACC,,,1234,,,1234 12345,29,linen,,1
matra,CACCA,neut,matr,CACC,matr,,, ,7.4,0.0,0.0,CACC,,,1234,,,1234 12345,29,motor,,1
sivni,CACCA,ini,sib,CAC,siv,,, ,33.3,0.0,0.0,CAC,,,123,,,123 12345,29,private,,2
tamca,CACCA,ini,tamc,CACC,tamc,,, ,7.4,0.0,0.0,CACC,,,1234,,,1234 12345,29,tomato,,1
vifne,CACCA,neut,vib,CAC,vif,,, ,7.4,0.0,0.0,CAC,,,123,,,123 12345,29,fresh,,3
banxa,CACCA,ini,bag,CAC,bax,,, ,27.3,0.0,0.0,CAC,,,124,,,124 12345,28,bank,,3
bemro,CACCA,ini,bem,CAC,bem,,, ,3.7,0.0,0.0,CAC,,,123,,,123 12345,28,North American,,1
gutra,CACCA,ini,gutr,CACC,gutr,,, ,55.6,0.0,0.0,CACC,,,1234,,,1234 12345,28,womb,,1
komcu,CACCA,ini,kom,CAC,kom,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,28,comb,,1
viknu,CACCA,ini,vig,CAC,vik,,, ,64.7,0.0,0.0,CAC,,,123,,,123 12345,28,viscous,,1
darsi,CACCA,fin,dars,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,28,audacity,,1
canpa,CACCA,fin,cna,CCA,cna,,, ,68.8,0.0,0.0,CCA,,,132,,,132 12345,27,shovel,,1
palku,CACCA,ini,pag,CAC,pak,,, ,3.8,0.0,0.0,CAC,,,124,,,124 12345,27,pants,,1
vipsi,CACCA,ini,vib,CAC,vip,,, ,12.5,0.0,0.0,CAC,,,123,,,123 12345,27,deputy,,3
zargu,CACCA,ini,zag,CAC,zag,za'u,,  ,53.3,26.7,0.0,CAC,CAA,,124,125,,124 125 12345,27,buttock,,1
tujli,CACCA,??,tujl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,27,tulip,,1
jenca,CACCA,fin,jenc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,26,shock,,1
pikci,CACCA,fin,pikc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,26,beg,,1
jinci,CACCA,??,jinc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,26,shears,,1
cartu,CACCA,fin,cad,CAC,cat,,, ,4.2,0.0,0.0,CAC,,,124,,,124 12345,25,chart,,2
mosra,CACCA,ini,mos,CAC,mos,,, ,52.9,0.0,0.0,CAC,,,123,,,123 12345,25,friction,,2
silka,CACCA,neut,sig,CAC,sik,,, ,8.7,0.0,0.0,CAC,,,124,,,124 12345,25,silk,,2
jivbu,CACCA,fin,jivb,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,25,weave,,1
molro,CACCA,??,molr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,25,mole,,1
taske,CACCA,??,task,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,25,thirst,,1
bidju,CACCA,fin,bidj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,24,bead,,1
dekpu,CACCA,fin,dekp,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,24,gallon,,1
ganti,CACCA,??,gant,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,24,testicle,,1
jilra,CACCA,fin,jilr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,24,jealous,,1
dacru,CACCA,??,dacr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,24,drawer,,1
falnu,CACCA,ini,fan,CAC,fan,,, ,64.3,0.0,0.0,CAC,,,124,,,124 12345,23,sail,,2
fenso,CACCA,ini,feu,CAA,fe'o,fen,,  ,50.0,31.2,0.0,CAA,CAC,,125,123,,123 125 12345,23,sew,,2
forca,CACCA,fin,fro,CCA,fro,,, ,27.8,0.0,0.0,CCA,,,132,,,132 12345,23,fork,,1
muzga,CACCA,neut,mus,CAC,muz,,, ,9.5,0.0,0.0,CAC,,,123,,,123 12345,23,museum,,2
pinca,CACCA,ini,pinc,CACC,pinc,,, ,21.1,0.0,0.0,CACC,,,1234,,,1234 12345,23,urine,,1
tengu,CACCA,ini,teg,CAC,teg,,, ,9.5,0.0,0.0,CAC,,,124,,,124 12345,23,texture,,2
vibna,CACCA,ini,vib,CAC,vib,,, ,43.8,0.0,0.0,CAC,,,123,,,123 12345,23,vagina,,3
dejni,CACCA,fin,dejn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,23,owe,,1
mirli,CACCA,fin,mirl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,23,deer,,1
matne,CACCA,fin,matn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,23,butter,,1
jakne,CACCA,??,jakn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,23,rocket,,1
cinje,CACCA,??,cinj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,23,wrinkle,,1
dugri,CACCA,ini,dug,CAC,dug,,, ,10.0,0.0,0.0,CAC,,,123,,,123 12345,22,logarithm,,2
kurki,CACCA,neut,kurk,CACC,kurk,,, ,10.0,0.0,0.0,CACC,,,1234,,,1234 12345,22,bitter,,1
lenjo,CACCA,ini,len,CAC,len,le'o,,  ,61.5,7.7,0.0,CAC,CAA,,123,125,,123 125 12345,22,lens,,1
naxle,CACCA,ini,xle,CCA,xle,,, ,46.7,0.0,0.0,CCA,,,345,,,345 12345,22,canal,,1
zajba,CACCA,ini,zas,CAC,zaj,,, ,57.1,0.0,0.0,CAC,,,123,,,123 12345,22,gymnast,,2
jursa,CACCA,fin,jurs,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,22,severe,,1
sodva,CACCA,??,sodv,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,22,soda,,1
pambe,CACCA,neut,pamb,CACC,pamb,,, ,10.5,0.0,0.0,CACC,,,1234,,,1234 12345,21,pump,,1
nimre,CACCA,fin,nimr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,21,citrus,,1
badna,CACCA,??,badn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,21,banana,,1
dunja,CACCA,ini,dus,CAC,duj,,, ,25.0,0.0,0.0,CAC,,,124,,,124 12345,20,freeze,,1
fonmo,CACCA,ini,fom,CAC,fom,,, ,100.0,0.0,0.0,CAC,,,124,,,124 12345,20,foam,,1
guska,CACCA,neut,gug,CAC,guk,,, ,25.0,0.0,0.0,CAC,,,124,,,124 12345,20,scrape,,1
parbi,CACCA,neut,pab,CAC,pab,,, ,5.0,0.0,0.0,CAC,,,124,,,124 12345,20,ratio,,2
damri,CACCA,fin,damr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,20,drum,,1
jarbu,CACCA,fin,jarb,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,20,suburb,,1
latna,CACCA,??,latn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,20,lotus,,1
cinza,CACCA,ini,cinz,CACC,cinz,,, ,18.8,0.0,0.0,CACC,,,1234,,,1234 12345,19,tongs,,1
cicna,CACCA,??,cicn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,19,cyan,,1
fepri,CACCA,??,fepr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,19,lung,,1
maxri,CACCA,ini,xri,CCA,xri,,, ,38.5,0.0,0.0,CCA,,,345,,,345 12345,18,wheat,,1
xedja,CACCA,ini,xes,CAC,xej,xe'a,,  ,13.3,6.7,0.0,CAC,CAA,,124,125,,124 125 12345,18,jaw,,1
mapni,CACCA,??,mapn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,18,cotton,,1
tenfa,CACCA,??,tenf,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,18,exponential,,1
tarla,CACCA,??,tarl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,18,tar,,1
pastu,CACCA,ini,pas,CAC,pas,,, ,54.5,0.0,0.0,CAC,,,123,,,123 12345,17,robe,,4
punli,CACCA,ini,pul,CAC,pul,,, ,41.7,0.0,0.0,CAC,,,124,,,124 12345,17,swelling,,1
nivji,CACCA,??,nivj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,17,knit,,1
tabra,CACCA,fin,tabr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,17,trumpet,,1
canti,CACCA,ini,cant,CACC,cant,,, ,6.7,0.0,0.0,CACC,,,1234,,,1234 12345,16,gut,,1
jansu,CACCA,ini,jas,CAC,jas,,, ,100.0,0.0,0.0,CAC,,,124,,,124 12345,16,diplomat,,2
jurme,CACCA,ini,jum,CAC,jum,,, ,23.1,0.0,0.0,CAC,,,124,,,124 12345,16,germ,,1
manfo,CACCA,fin,manf,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,16,uniform,,1
linto,CACCA,??,lint,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,16,lightweight,,1
janta,CACCA,??,jant,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,16,account,,1
jetce,CACCA,neut,jec,CAC,je'e,,, ,15.4,0.0,0.0,CAA,,,125,,,125 12345,15,jet,,1
livga,CACCA,ini,livg,CACC,livg,,, ,100.0,0.0,0.0,CACC,,,1234,,,1234 12345,15,liver,,1
nilce,CACCA,fin,nic,CAC,ni'e,,, ,15.4,0.0,0.0,CAA,,,125,,,125 12345,15,furniture,,1
rilti,CACCA,ini,ril,CAC,ril,,, ,7.1,0.0,0.0,CAC,,,123,,,123 12345,15,rhythm,,2
salta,CACCA,??,salt,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,15,salad,,1
sinso,CACCA,??,sins,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,15,sine,,1
jisra,CACCA,??,jisr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,15,juice,,1
baktu,CACCA,neut,bakt,CACC,bakt,,, ,16.7,0.0,0.0,CACC,,,1234,,,1234 12345,14,bucket,,1
marxa,CACCA,ini,mag,CAC,max,,, ,16.7,0.0,0.0,CAC,,,124,,,124 12345,14,mash,,2
murta,CACCA,neut,mua,CAA,mu'a,mur,,  ,33.3,22.2,0.0,CAA,CAC,,125,123,,123 125 12345,14,curtain,,2
cigla,CACCA,fin,cigl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,14,gland,,1
bakri,CACCA,ini,bakr,CACC,bakr,,, ,8.3,0.0,0.0,CACC,,,1234,,,1234 12345,13,chalk,,1
jikru,CACCA,neut,jikr,CACC,jikr,,, ,44.4,0.0,0.0,CACC,,,1234,,,1234 12345,13,liquor,,1
karli,CACCA,neut,karl,CACC,karl,,, ,100.0,0.0,0.0,CACC,,,1234,,,1234 12345,13,collar,,1
kolme,CACCA,neut,kol,CAC,kol,,, ,8.3,0.0,0.0,CAC,,,123,,,123 12345,13,coal,,1
maksi,CACCA,ini,mag,CAC,mak,,, ,50.0,0.0,0.0,CAC,,,123,,,123 12345,13,magnet,,2
vitci,CACCA,ini,vid,CAC,vit,,, ,50.0,0.0,0.0,CAC,,,123,,,123 12345,12,irregular,,2
sacki,CACCA,fin,sack,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,12,match,,1
lastu,CACCA,??,last,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,12,brass,,1
caxno,CACCA,ini,cag,CAC,cax,,, ,22.2,0.0,0.0,CAC,,,123,,,123 12345,11,shallow,,3
panlo,CACCA,fin,pau,CAA,pa'o,,, ,57.1,0.0,0.0,CAA,,,125,,,125 12345,11,slice,,3
radno,CACCA,fin,rau,CAA,ra'o,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,11,radian,,4
sorgu,CACCA,??,sorg,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,11,sorghum,,1
jaspu,CACCA,??,jasp,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,11,passport,,1
kobli,CACCA,fin,koi,CAA,ko'i,,, ,28.6,0.0,0.0,CAA,,,125,,,125 12345,9,cabbage,,2
zalvi,CACCA,ini,zal,CAC,zal,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,9,grind,,1
kajna,CACCA,fin,kajn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,9,shelf,,1
lunsa,CACCA,fin,luns,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,9,condense,,1
genxu,CACCA,??,genx,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,9,hook,,1
tansi,CACCA,??,tans,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,9,pan,,1
penbi,CACCA,??,penb,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,9,pen,,1
kenra,CACCA,neut,ken,CAC,ken,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,8,cancer,,1
pesxu,CACCA,neut,peg,CAC,pex,,, ,60.0,0.0,0.0,CAC,,,124,,,124 12345,8,paste,,1
vidru,CACCA,ini,vir,CAC,vir,,, ,14.3,0.0,0.0,CAC,,,124,,,124 12345,8,virus,,1
xagri,CACCA,neut,xagr,CACC,xagr,,, ,11.1,0.0,0.0,CACC,,,1234,,,1234 12345,8,reed,,1
zivle,CACCA,fin,vle,CCA,vle,,, ,60.0,0.0,0.0,CCA,,,345,,,345 12345,8,invest,,1
xinmo,CACCA,fin,xinm,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,8,ink,,1
rinci,CACCA,fin,rinc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,8,drain,,1
jabre,CACCA,fin,jabr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,8,brake,,1
pandi,CACCA,??,pand,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,8,punctuate,,1
samcu,CACCA,??,samc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,8,cassava,,1
lanbi,CACCA,??,lanb,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,protein,,1
figre,CACCA,??,figr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,fig,,1
patlu,CACCA,??,patl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,potato,,1
balji,CACCA,??,balj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,bulb,,1
famti,CACCA,??,famt,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,aunt or uncle,,1
jinku,CACCA,??,jink,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,vaccine,,1
cunmi,CACCA,??,cunm,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,7,millet,,1
gundi,CACCA,??,gund,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,6,industry,,1
sanso,CACCA,??,sans,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,6,sauce,,1
korka,CACCA,ini,kog,CAC,kok,,,,100.0,0.0,0.0,CAC,,,124,,,124,5,cork,,1
jalna,CACCA,??,jaln,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,5,starch,,1
sufti,CACCA,??,suft,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,5,hoof,,1
xampo,CACCA,??,xamp,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,4,ampere,,1
ransu,CACCA,??,rans,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,4,bronze,,1
delno,CACCA,ini,del,CAC,del,,,,100.0,0.0,0.0,CAC,,,123,,,123,3,candela,,1
jendu,CACCA,??,jend,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,3,axle,,1
jilka,CACCA,??,jilk,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,3,alkali,,1
panje,CACCA,??,panj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,2,sponge,,1
fanri,CACCA,??,fanr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,2,factory,,1
saclu,CACCA,??,sacl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,2,decimal,,1
sabnu,CACCA,??,sabn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,1,cabin,,1
ckaji,CCACA,fin,ka,CA,ka,kai,,  ,100.0,7.4,0.0,CA,CAA,,23,235,,23 235 12345,9254,quality,,1
klama,CCACA,fin,kla,CCA,kla,ka'a,,  ,21.1,2.1,0.0,CCA,CAA,,123,135,,123 135 12345,6481,come,,1
djuno,CCACA,fin,jun,CAC,ju'o,du'o,,   jun,22.1,3.1,0.0,CAA,CAA,,235,135,,135  235 12345,6100,know,,1
bridi,CCACA,ini,bri,CCA,bri,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,5040,predicate,,1
prenu,CCACA,fin,pre,CCA,pre,,, ,22.9,0.0,0.0,CCA,,,123,,,123 12345,4731,person,,1
cmavo,CCACA,ini,cmau,CCAA,ma'o,,, ,20.9,0.0,0.0,CAA,,,235,,,235 12345,4632,structure word,,1
klani,CCACA,fin,ni,CA,ni,lai,,  la'u ,100.0,4.0,0.0,CA,CAA,,45,235,,45 235  12345,4439,quantity,,1
zmadu,CCACA,fin,mau,CAA,mau,zma,,  ,72.1,31.5,0.0,CAA,CCA,,235,123,,123 235 12345,2754,more,,2
djica,CCACA,fin,dji,CCA,dji,,, ,18.3,0.0,0.0,CCA,,,123,,,123 12345,2632,desire,,1
cmene,CCACA,neut,cme,CCA,cme,me'e,,  ,22.6,12.7,0.0,CCA,CAA,,123,235,,123 235 12345,2117,name,,1
mlatu,CCACA,ini,mlat,CCAC,,,, lat,0.0,0.0,0.0,,,,,,,12345,1940,cat,,1
zdani,CCACA,fin,zda,CCA,zda,,, ,63.3,0.0,0.0,CCA,,,123,,,123 12345,1906,nest,,1
krinu,CCACA,neut,kriu,CCAA,ki'u,,,  rin,100.0,0.0,0.0,CAA,,,135,,,135  12345,1864,reason,,1
blanu,CCACA,ini,bla,CCA,bla,,, ,4.5,0.0,0.0,CCA,,,123,,,123 12345,1795,blue,,1
jmina,CCACA,ini,jmia,CCAA,ji'a,min,,  ,100.0,3.1,0.0,CAA,CAC,,135,234,,135 234 12345,1652,add,,1
traji,CCACA,fin,rai,CAA,rai,,, ,100.0,0.0,0.0,CAA,,,235,,,235 12345,1650,superlative,,3
zvati,CCACA,ini,zva,CCA,zva,,, ,21.5,0.0,0.0,CCA,,,123,,,123 12345,1432,at,,1
drata,CCACA,ini,dad,CAC,dat,,, ,4.8,0.0,0.0,CAC,,,134,,,134 12345,1362,other,,2
drani,CCACA,fin,dra,CCA,dra,,, ,59.8,0.0,0.0,CCA,,,123,,,123 12345,1341,correct,,1
smuni,CCACA,neut,smu,CCA,smu,,,  mun,30.7,0.0,0.0,CCA,,,123,,,123  12345,1309,meaning,,1
djacu,CCACA,ini,djau,CCAA,jau,jac,,  ,16.7,2.9,0.0,CAA,CAC,,235,234,,234 235 12345,1301,water,,1
djedi,CCACA,fin,ded,CAC,dei,dje,,  ,100.0,3.7,0.0,CAA,CCA,,135,123,,123 135 12345,1298,full day,,1
troci,CCACA,fin,toi,CAA,toi,,,  toc,19.0,0.0,0.0,CAA,,,135,,,135 12345,1241,try,,1
zgana,CCACA,fin,zan,CAC,za'a,zga,ga'a,   ,45.6,17.6,14.1,CAA,CCA,CAA,135,123,235,123 135 235 12345,1188,observe,,2
skami,CCACA,ini,sam,CAC,sam,,, ,55.0,0.0,0.0,CAC,,,134,,,134 12345,1170,computer,,1
prami,CCACA,ini,pam,CAC,pam,pa'i,,  ,11.4,7.2,0.0,CAC,CAA,,134,135,,134 135 12345,1167,love,,1
tcidu,CCACA,fin,tcid,CCAC,,,, tid,0.0,0.0,0.0,,,,,,,12345,1139,read,,1
clani,CCACA,ini,cla,CCA,cla,,, ,28.8,0.0,0.0,CCA,,,123,,,123 12345,1135,long,,1
plise,CCACA,ini,plis,CCAC,,,, plis,0.0,0.0,0.0,,,,,,,12345,1130,apple,,1
stedu,CCACA,fin,sed,CAC,sed,,, ,2.3,0.0,0.0,CAC,,,134,,,134 12345,1071,head,,2
cmalu,CCACA,ini,cma,CCA,cma,,, ,71.0,0.0,0.0,CCA,,,123,,,123 12345,1061,small,,1
zbasu,CCACA,fin,zba,CCA,zba,,, ,20.3,0.0,0.0,CCA,,,123,,,123 12345,994,make,,1
cmima,CCACA,ini,cmi,CCA,cmi,,, ,29.9,0.0,0.0,CCA,,,123,,,123 12345,982,member,,1
ckafi,CCACA,ini,kab,CAC,kaf,,, ,82.3,0.0,0.0,CAC,,,234,,,234 12345,977,coffee,,3
krefu,CCACA,neut,kreu,CCAA,ke'u,ref,,   ke'o,43.4,9.4,0.0,CAA,CAC,,135,234,,135  234 12345,914,recur,,1
gleki,CCACA,fin,gek,CAC,gei,,,  gek,31.1,0.0,0.0,CAA,,,135,,,135 12345,909,happy,,1
krici,CCACA,ini,kri,CCA,kri,,, ,12.2,0.0,0.0,CCA,,,123,,,123 12345,897,believe,,1
ckire,CCACA,neut,kir,CAC,ki'e,,,  kir,100.0,0.0,0.0,CAA,,,235,,,235 12345,862,grateful,,1
claxu,CCACA,fin,cau,CAA,cau,,, ,100.0,0.0,0.0,CAA,,,135,,,135 12345,854,without,,3
frica,CCACA,neut,fis,CAC,fic,,, ,3.8,0.0,0.0,CAC,,,134,,,134 12345,826,differ,,1
stuzi,CCACA,fin,stu,CCA,stu,tu'i,,  ,98.5,59.7,0.0,CCA,CAA,,123,235,,123 235 12345,814,site,,1
xruti,CCACA,neut,xru,CCA,xru,,, ,45.8,0.0,0.0,CCA,,,123,,,123 12345,763,return,,1
cnino,CCACA,ini,nin,CAC,nin,ni'o,,  ,20.0,3.1,0.0,CAC,CAA,,234,235,,234 235 12345,757,new,,1
tcita,CCACA,fin,tcit,CCAC,,,, tcit,0.0,0.0,0.0,,,,,,,12345,729,label,,1
spuda,CCACA,ini,spu,CCA,spu,,, ,28.3,0.0,0.0,CCA,,,123,,,123 12345,718,reply,,1
cliva,CCACA,fin,lia,CAA,li'a,liv,,  ,15.1,4.8,0.0,CAA,CAC,,235,234,,234 235 12345,714,leave,,1
srana,CCACA,fin,ran,CAC,ra'a,,, ,100.0,0.0,0.0,CAA,,,235,,,235 12345,703,pertain,,2
cpedu,CCACA,fin,peu,CAA,pe'u,cpe,,  ,76.4,43.5,0.0,CAA,CCA,,235,123,,123 235 12345,687,request,,3
skicu,CCACA,fin,ski,CCA,ski,,, ,52.1,0.0,0.0,CCA,,,123,,,123 12345,687,describe,,1
ctuca,CCACA,fin,ctu,CCA,ctu,,, ,43.6,0.0,0.0,CCA,,,123,,,123 12345,656,teach,,1
klesi,CCACA,fin,les,CAC,lei,kle,,  le'a ,48.6,16.0,0.0,CAA,CCA,,235,123,,123 235  12345,655,class,,3
crida,CCACA,fin,rid,CAC,rid,,, ,8.2,0.0,0.0,CAC,,,234,,,234 12345,620,fairy,,1
jmive,CCACA,ini,jiv,CAC,ji'e,miv,,  ,52.3,13.0,0.0,CAA,CAC,,135,234,,135 234 12345,616,live,,2
speni,CCACA,neut,spe,CCA,spe,,, ,65.6,0.0,0.0,CCA,,,123,,,123 12345,612,married,,1
preti,CCACA,ini,ret,CAC,rei,,,  ret,14.2,0.0,0.0,CAA,,,235,,,235 12345,585,question,,1
mrilu,CCACA,neut,mri,CCA,mri,,, ,100.0,0.0,0.0,CCA,,,123,,,123 12345,557,mail,,1
blabi,CCACA,ini,lab,CAC,lab,,,  blab,8.0,0.0,0.0,CAC,,,231,,,231  12345,555,white,,2
slabu,CCACA,neut,slau,CCAA,sau,,, ,38.2,0.0,0.0,CAA,,,135,,,135 12345,554,old,,1
stidi,CCACA,ini,tid,CAC,ti'i,sid,,  ,54.6,4.9,0.0,CAA,CAC,,235,134,,134 235 12345,554,suggest,,2
tricu,CCACA,ini,ris,CAC,ric,,, ,48.2,0.0,0.0,CAC,,,234,,,234 12345,544,tree,,2
glare,CCACA,neut,gla,CCA,gla,,, ,45.8,0.0,0.0,CCA,,,123,,,123 12345,527,hot,,1
